# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam
ENSE00003719159	0	0	0	0	0	0
ENSE00003716064	0	0	0	0	0	0
ENSE00003688112	0	0	0	0	0	0
ENSE00003497126	0	0	0	0	0	0
ENSE00003691364	0	0	0	0	0	0
ENSE00003606192	0	0	0	0	0	0
ENSE00003757955	0	0	0	0	0	0
ENSE00003460174	0	0	0	0	0	0
ENSE00003486474	0	0	0	0	0	0
ENSE00003629891	0	0	0	0	0	0
ENSE00003662540	0	0	0	0	0	0
ENSE00003519239	0	0	0	0	0	0
ENSE00001528724	0	0	0	0	0	0
ENSE00001528717	0	0	0	0	0	0
ENSE00001528718	0	0	0	0	0	0
ENSE00001528719	0	0	0	0	0	0
ENSE00001599219	0	0	0	0	0	0
ENSE00003541170	0	0	0	0	0	0
ENSE00003673335	0	0	0	0	0	0
ENSE00003590274	0	0	0	0	0	0
ENSE00003524321	0	0	0	0	0	0
ENSE00003627416	0	0	0	0	0	0
ENSE00003597628	0	0	0	0	0	0
ENSE00003547309	0	0	0	0	0	0
ENSE00001612648	0	0	0	0	0	0
ENSE00003459749	0	0	0	0	0	0
ENSE00003678579	0	0	0	0	0	0
ENSE00003851044	0	0	0	0	0	0
ENSE00003635123	0	0	0	0	0	0
ENSE00003590976	0	0	0	0	0	0
ENSE00003618643	0	0	0	0	0	0
ENSE00003626183	0	0	0	0	0	0
ENSE00003460199	0	0	0	0	0	0
ENSE00003492846	0	0	0	0	0	0
ENSE00003506260	0	0	0	0	0	0
ENSE00003509573	0	0	0	0	0	0
ENSE00001380234	0	0	0	0	0	0
ENSE00003654504	0	0	0	0	0	0
ENSE00001826265	0	2	12	7	5	2
ENSE00001528650	0	0	0	0	0	0
ENSE00003611403	0	0	0	0	0	0
ENSE00003767566	0	0	0	0	0	0
ENSE00001490790	0	0	0	0	0	0
ENSE00003568983	0	0	0	0	0	0
ENSE00001637202	0	0	0	0	0	0
ENSE00001804548	0	0	0	0	0	0
ENSE00001891832	0	0	0	0	0	0
ENSE00001843091	0	0	0	0	0	0
ENSE00001859804	0	0	1	0	0	0
ENSE00001897309	0	0	0	0	0	0
ENSE00001528635	0	0	0	0	0	0
ENSE00003540980	0	0	0	0	0	0
ENSE00003557278	0	0	0	0	0	0
ENSE00003674220	0	0	0	0	0	0
ENSE00001781645	0	0	0	0	0	0
ENSE00001602975	0	0	0	0	0	0
ENSE00001315501	0	0	0	0	0	0
ENSE00001292222	0	0	0	0	0	0
ENSE00003488779	0	0	0	0	0	0
ENSE00001304263	0	0	0	0	0	0
ENSE00001324487	0	0	0	0	0	0
ENSE00003790863	0	0	0	0	0	0
ENSE00001528637	4	0	4	2	2	0
ENSE00001528638	0	0	0	0	0	0
ENSE00001815600	0	0	0	0	0	0
ENSE00003459057	0	0	0	0	0	0
ENSE00003488259	0	0	0	0	0	0
ENSE00001899219	0	0	0	0	0	0
ENSE00001917055	0	0	0	0	0	0
ENSE00001832917	0	0	0	0	0	0
ENSE00001368621	0	0	0	0	0	0
ENSE00003746065	0	0	0	0	0	0
ENSE00001828872	0	0	0	0	0	0
ENSE00001910606	0	0	0	0	0	0
ENSE00001942121	0	0	0	0	0	0
ENSE00003562001	0	0	0	0	0	0
ENSE00001817187	0	0	0	0	0	0
ENSE00001837068	0	0	0	0	0	0
ENSE00001863040	0	0	0	0	0	0
ENSE00003747033	0	0	0	0	0	0
ENSE00001817741	0	0	0	0	0	0
ENSE00003636612	0	0	0	0	0	0
ENSE00001866378	0	0	0	0	0	0
ENSE00001898302	0	0	0	0	0	0
ENSE00001938049	0	0	0	0	0	0
ENSE00001877633	0	0	0	0	0	0
ENSE00001940424	0	0	0	0	0	0
ENSE00001768149	0	0	0	0	0	0
ENSE00001654667	0	0	0	0	0	0
ENSE00001789838	0	0	0	0	0	0
ENSE00001610613	0	0	0	0	0	0
ENSE00001706039	0	0	0	0	0	0
ENSE00002088358	0	0	0	0	0	0
ENSE00001674607	0	0	0	0	0	0
ENSE00001802075	0	0	0	0	0	0
ENSE00001166483	0	4	4	4	0	0
ENSE00001166470	0	0	3	2	1	0
ENSE00000653439	3	0	5	2	8	0
ENSE00000653440	1	0	9	5	10	0
ENSE00001947194	35	16	88	56	67	53
ENSE00001656396	0	0	6	5	4	0
ENSE00001675925	0	1	9	12	7	0
ENSE00001712199	0	0	0	0	0	0
ENSE00001767278	0	0	0	0	0	0
ENSE00001719963	0	0	0	0	0	0
ENSE00001651199	0	0	0	0	0	0
ENSE00001735296	0	0	0	0	0	0
ENSE00001777126	0	0	0	0	0	0
ENSE00001721037	0	0	0	0	0	0
ENSE00003708443	1	5	5	5	11	0
ENSE00001703968	2	0	2	2	0	1
ENSE00001729479	1	0	3	4	0	0
ENSE00001760765	1	0	1	0	0	0
ENSE00001766035	0	0	2	0	0	0
ENSE00003711095	0	0	0	0	0	0
ENSE00003709653	0	0	0	0	0	0
ENSE00001596074	2	0	0	1	0	0
ENSE00001750501	0	0	0	0	0	0
ENSE00001661638	0	0	0	0	0	0
ENSE00003702800	0	0	0	0	0	0
ENSE00001402294	0	0	0	0	0	0
ENSE00001707058	1	0	0	1	0	0
ENSE00001753201	0	0	0	0	0	0
ENSE00001723191	0	0	0	0	0	0
ENSE00003550229	0	0	0	0	0	0
ENSE00001776077	1	0	0	0	2	1
ENSE00001787819	1	0	0	1	2	0
ENSE00003789569	0	0	0	0	0	0
ENSE00003623417	0	0	0	0	0	0
ENSE00001410695	0	0	0	1	2	0
ENSE00001897428	0	0	0	0	0	0
ENSE00001528529	0	0	0	0	0	0
ENSE00001528530	0	0	0	0	0	0
ENSE00001546847	0	0	0	0	0	0
ENSE00001554340	0	0	0	0	0	0
ENSE00001744943	0	0	0	0	0	0
ENSE00001711908	0	0	0	0	0	0
ENSE00001812189	0	0	0	0	0	0
ENSE00003616754	0	0	0	0	0	0
ENSE00001748306	0	0	0	0	0	0
ENSE00001684774	0	0	0	0	0	0
ENSE00001693406	0	0	0	0	0	0
ENSE00001867524	0	0	0	0	0	0
ENSE00001926055	0	0	0	0	0	0
ENSE00001921997	0	0	0	0	0	0
ENSE00003508422	0	0	0	0	0	0
ENSE00001931415	0	0	0	0	0	0
ENSE00001683498	0	0	0	0	0	0
ENSE00001679934	0	0	0	0	0	0
ENSE00002020338	0	0	0	0	0	0
ENSE00001707998	0	0	0	0	0	0
ENSE00001621627	0	0	0	0	0	0
ENSE00001615017	0	0	0	0	0	0
ENSE00001605648	0	0	0	0	0	0
ENSE00001669660	0	0	0	0	0	0
ENSE00001611012	0	0	0	0	0	0
ENSE00001684338	0	0	0	0	0	0
ENSE00002728396	0	0	0	0	0	0
ENSE00002089475	0	0	0	0	0	0
ENSE00003772162	0	0	0	0	0	0
ENSE00001651607	4	2	0	8	2	0
ENSE00001797811	0	0	0	0	0	0
ENSE00001721920	0	0	0	0	0	0
ENSE00001669940	0	0	0	0	0	0
ENSE00001649766	0	0	0	0	0	0
ENSE00001608031	0	0	0	0	0	0
ENSE00001697261	0	0	0	0	0	0
ENSE00001785459	0	0	0	0	0	0
ENSE00001692120	0	0	0	0	0	0
ENSE00001716839	0	0	0	0	0	0
ENSE00001773143	0	0	0	0	0	0
ENSE00001604446	0	0	0	0	0	0
ENSE00001669730	0	0	0	0	0	0
ENSE00001629850	0	0	0	0	0	0
ENSE00001600890	0	0	0	0	0	0
ENSE00001758280	0	0	0	0	0	0
ENSE00001738795	0	0	0	0	0	0
ENSE00001675239	0	0	0	0	0	0
ENSE00001609979	0	0	0	0	0	0
ENSE00001803374	0	0	0	0	0	0
ENSE00001707573	0	0	0	1	0	0
ENSE00001785833	0	0	0	0	0	0
ENSE00001608249	0	0	0	0	0	0
ENSE00001601620	0	0	0	0	0	0
ENSE00001685198	0	0	0	0	0	0
ENSE00003709018	0	0	0	0	0	0
ENSE00001750900	0	0	0	0	0	0
ENSE00001737804	0	0	0	0	0	0
ENSE00001717469	0	0	0	0	0	0
ENSE00001612212	0	0	0	0	0	0
ENSE00001783363	0	0	0	0	0	0
ENSE00001778393	0	0	0	2	0	0
ENSE00001633781	0	0	0	0	0	0
ENSE00001596320	0	0	0	0	0	0
ENSE00001713982	0	0	0	0	0	0
ENSE00001621056	0	0	0	0	0	0
ENSE00001629627	19	8	43	35	31	0
ENSE00003757421	6	2	11	19	22	0
ENSE00001785448	4	0	8	4	2	0
ENSE00001665228	0	0	0	0	0	0
ENSE00001693734	0	0	0	0	0	0
ENSE00001773846	0	0	0	0	0	0
ENSE00001723675	0	0	0	0	0	0
ENSE00001728029	0	0	0	0	0	0
ENSE00001749797	0	0	0	0	0	0
ENSE00001708359	0	0	0	0	0	0
ENSE00001695038	0	0	0	0	0	0
ENSE00001554059	0	0	0	0	0	0
ENSE00001549473	0	0	0	0	0	0
ENSE00001186935	0	0	0	4	4	0
ENSE00001186931	0	0	0	0	0	0
ENSE00001564652	0	0	0	0	0	0
ENSE00001186948	0	0	0	0	0	0
ENSE00001186942	0	0	0	0	0	0
ENSE00001744385	0	0	0	0	0	0
ENSE00001614024	0	0	0	0	0	0
ENSE00001645441	0	0	0	0	0	0
ENSE00001770399	0	0	0	0	0	0
ENSE00001708674	0	0	0	0	0	0
ENSE00001615526	0	0	0	0	0	0
ENSE00001644378	12	5	16	26	41	0
ENSE00003705777	0	0	0	0	0	0
ENSE00003705732	0	0	0	0	0	0
ENSE00001706961	1	4	11	12	6	0
ENSE00001764384	50	14	119	96	118	0
ENSE00001807732	0	0	0	0	0	0
ENSE00001641983	0	0	0	0	0	0
ENSE00003487890	0	0	0	0	0	0
ENSE00003658640	0	0	0	0	0	0
ENSE00001721091	0	0	0	0	0	0
ENSE00001641612	0	0	0	0	0	0
ENSE00003651363	0	0	0	0	0	0
ENSE00003579783	0	0	0	0	0	0
ENSE00003582875	0	0	0	0	0	0
ENSE00003633620	0	0	0	0	0	0
ENSE00003591183	0	0	0	0	0	0
ENSE00003510032	0	0	0	0	0	0
ENSE00003559669	0	0	0	0	0	0
ENSE00003689445	0	0	0	0	0	0
ENSE00003650715	0	0	0	0	0	0
ENSE00003668173	0	0	0	0	0	0
ENSE00001800953	0	0	0	0	0	0
ENSE00001900270	0	0	0	0	0	0
ENSE00001938079	0	0	0	0	0	0
ENSE00001956559	0	0	0	0	0	0
ENSE00003567715	0	0	0	0	0	0
ENSE00003479331	0	0	0	0	0	0
ENSE00003644539	0	0	0	0	0	0
ENSE00003628260	0	0	0	0	0	0
ENSE00003505055	0	0	0	0	0	0
ENSE00003494950	0	0	0	0	0	0
ENSE00001909264	0	0	0	0	0	0
ENSE00001231487	0	0	0	0	0	0
ENSE00003522276	0	0	0	0	0	0
ENSE00001670212	0	0	0	0	0	0
ENSE00001936952	0	0	0	0	0	0
ENSE00001887906	0	0	0	0	0	0
ENSE00001879397	0	0	0	0	0	0
ENSE00001842885	0	0	0	0	0	0
ENSE00001838038	0	0	0	0	0	0
ENSE00001880700	0	0	0	0	0	0
ENSE00003709015	0	0	0	0	0	0
ENSE00003704217	0	0	0	0	0	0
ENSE00001666964	0	0	0	0	0	0
ENSE00003512432	0	0	0	0	0	0
ENSE00003740916	0	0	0	0	0	0
ENSE00003635588	0	0	0	0	0	0
ENSE00003790202	0	0	0	0	0	0
ENSE00003715408	0	0	0	0	0	0
ENSE00003470333	0	0	0	0	0	0
ENSE00003562438	0	0	0	0	0	0
ENSE00003459618	0	0	0	0	0	0
ENSE00003652536	0	0	0	0	0	0
ENSE00003603407	0	0	0	0	0	0
ENSE00003599867	0	0	0	0	0	0
ENSE00003638172	0	0	0	0	0	0
ENSE00001709082	0	0	0	0	0	0
ENSE00001797584	0	0	0	0	0	0
ENSE00003703513	0	0	0	0	0	0
ENSE00003709758	0	0	0	0	0	0
ENSE00001782814	0	0	0	0	0	0
ENSE00003597398	0	0	0	0	0	0
ENSE00001797347	0	0	0	0	0	0
ENSE00001617414	0	0	0	0	0	0
ENSE00002284869	0	0	0	0	0	0
ENSE00003680771	0	0	0	0	0	0
ENSE00001603615	0	0	0	0	0	0
ENSE00003564422	0	0	0	0	0	0
ENSE00003508932	0	0	0	0	0	0
ENSE00003491905	0	0	0	0	0	0
ENSE00003483808	0	0	0	0	0	0
ENSE00003676743	0	0	0	0	0	0
ENSE00003663004	0	0	0	0	0	0
ENSE00003662097	0	0	0	0	0	0
ENSE00003480120	0	0	0	0	0	0
ENSE00003518446	0	0	0	0	0	0
ENSE00003513806	0	0	0	0	0	0
ENSE00003679565	0	0	0	0	0	0
ENSE00003554384	0	0	0	0	0	0
ENSE00003593517	0	0	0	0	0	0
ENSE00003600954	0	0	0	0	0	0
ENSE00001765065	0	0	0	0	0	0
ENSE00001864860	0	0	0	0	0	0
ENSE00001817947	0	0	0	0	0	0
ENSE00003675152	0	0	0	0	0	0
ENSE00003740055	0	0	0	0	0	0
ENSE00003753543	0	0	0	0	0	0
ENSE00003713342	0	0	0	0	0	0
ENSE00003739391	0	0	0	0	0	0
ENSE00002288470	0	0	0	0	0	0
ENSE00001867962	0	0	0	0	0	0
ENSE00003523689	0	0	0	0	0	0
ENSE00001938364	0	0	0	0	0	0
ENSE00001757070	0	0	0	0	0	0
ENSE00003486208	0	0	0	0	0	0
ENSE00001592847	0	0	0	0	0	0
ENSE00001751429	0	0	0	0	0	0
ENSE00003592146	0	0	0	0	0	0
ENSE00001656207	0	0	0	0	0	0
ENSE00002693336	0	0	0	0	0	0
ENSE00001785999	0	0	0	0	0	0
ENSE00001742801	0	0	0	0	0	0
ENSE00003601393	0	0	0	0	0	0
ENSE00003522853	0	0	0	0	0	0
ENSE00001713597	0	0	0	0	0	0
ENSE00001845511	0	0	0	0	0	0
ENSE00001791172	0	0	0	0	0	0
ENSE00001618668	0	0	0	0	0	0
ENSE00001925112	0	0	0	0	0	0
ENSE00001855738	0	0	0	0	0	0
ENSE00001908566	0	0	0	0	0	0
ENSE00001914797	2	0	1	0	0	2
ENSE00001813029	0	0	0	0	0	0
ENSE00002688574	0	0	0	0	0	0
ENSE00003715526	0	0	0	0	0	0
ENSE00003783191	1	0	0	3	2	0
ENSE00003775469	4	0	3	0	2	0
ENSE00001596448	0	0	0	0	0	0
ENSE00001630901	0	0	0	0	0	0
ENSE00003592416	0	0	0	0	0	0
ENSE00001667063	0	0	0	0	0	0
ENSE00001379180	0	0	0	0	0	0
ENSE00003566088	0	0	0	0	0	0
ENSE00001831998	0	0	0	0	0	0
ENSE00001915869	0	0	0	0	0	0
ENSE00000653517	0	0	0	0	0	0
ENSE00000653518	0	0	0	0	0	0
ENSE00001380117	14	1	45	40	35	25
ENSE00001871327	0	0	0	0	0	0
ENSE00001903751	0	0	2	2	1	1
ENSE00001354206	0	0	0	0	0	0
ENSE00002704414	10	0	12	5	8	0
ENSE00001790717	0	0	0	0	0	0
ENSE00001645369	0	0	0	0	0	0
ENSE00001926128	0	0	0	0	0	0
ENSE00001800554	1	1	6	2	9	0
ENSE00003788046	0	0	0	0	0	0
ENSE00001805573	7	7	28	15	19	1
ENSE00003677198	0	0	0	0	0	0
ENSE00003680744	0	0	0	0	0	0
ENSE00003544760	0	0	0	0	0	0
ENSE00003465175	0	0	0	0	0	0
ENSE00003550023	0	0	0	0	0	0
ENSE00003660683	0	0	0	0	0	0
ENSE00003666157	0	0	0	0	0	0
ENSE00003527455	0	0	0	0	0	0
ENSE00003206772	0	0	0	0	0	0
ENSE00003200140	0	0	0	0	0	0
ENSE00001661821	0	0	0	0	0	0
ENSE00001873802	0	0	0	0	0	0
ENSE00000653523	3	1	15	4	12	0
ENSE00001883977	0	0	2	2	0	0
ENSE00001667385	0	0	0	0	0	0
ENSE00001794658	0	0	0	0	0	0
ENSE00001723912	0	0	0	0	0	0
ENSE00001800915	4	0	2	0	6	0
ENSE00001631236	0	0	0	0	0	0
ENSE00001692770	0	0	0	0	0	0
ENSE00003525980	0	0	0	0	0	0
ENSE00001787435	0	0	0	0	0	0
ENSE00001830345	0	0	0	0	0	0
ENSE00003648688	0	0	0	0	0	0
ENSE00003534540	0	0	0	0	0	0
ENSE00003554643	0	0	0	0	0	0
ENSE00001876720	0	0	0	0	0	0
ENSE00001883860	1	0	0	0	0	0
ENSE00003688115	0	0	0	0	0	0
ENSE00003541936	0	0	0	0	0	0
ENSE00003546937	0	0	0	0	0	0
ENSE00003597708	0	0	0	0	0	0
ENSE00003616421	0	0	0	0	0	0
ENSE00001943655	10	0	22	24	12	1
ENSE00001854342	0	0	0	0	0	0
ENSE00001881469	0	0	0	0	0	0
ENSE00001882399	0	0	0	0	0	0
ENSE00001873335	0	0	0	0	0	0
ENSE00003710423	0	6	27	13	13	0
ENSE00003709889	4	0	0	2	0	0
ENSE00001284385	0	0	0	0	0	0
ENSE00000653539	0	0	0	0	0	0
ENSE00001044643	0	0	0	0	0	0
ENSE00001106915	0	0	0	0	0	0
ENSE00003642012	0	0	0	0	0	0
ENSE00001547208	0	0	0	0	0	0
ENSE00003786954	0	0	0	0	0	0
ENSE00001528215	0	0	0	0	0	0
ENSE00000880019	0	0	0	0	0	0
ENSE00001528218	0	0	0	0	0	0
ENSE00001413187	0	0	0	0	0	0
ENSE00001546964	0	0	0	0	0	0
ENSE00001551050	0	0	0	0	0	0
ENSE00001615967	0	0	0	0	0	0
ENSE00001759730	0	0	0	0	0	0
ENSE00001763522	0	0	0	0	0	0
ENSE00001685691	0	0	0	0	0	0
ENSE00001678496	0	0	0	0	0	0
ENSE00001779853	0	0	0	0	0	0
ENSE00001632163	0	0	0	0	0	0
ENSE00001602091	0	0	0	0	0	0
ENSE00001778514	0	0	0	0	0	0
ENSE00001789082	0	0	0	0	0	0
ENSE00001887525	1	0	5	4	2	0
ENSE00003543913	0	0	0	0	0	0
ENSE00001582038	0	0	2	1	0	0
ENSE00001577407	0	0	3	0	0	0
ENSE00001586241	10	3	39	31	28	12
ENSE00001768284	0	0	0	0	0	0
ENSE00001708991	0	0	0	0	0	0
ENSE00001766136	10	2	7	23	18	0
ENSE00000911244	0	0	0	0	0	0
ENSE00001275737	0	0	0	0	0	0
ENSE00000880021	0	0	2	0	0	0
ENSE00000880022	0	0	0	0	0	0
ENSE00000936034	0	0	0	0	0	0
ENSE00001885137	0	0	0	0	0	0
ENSE00003595420	0	0	0	0	0	0
ENSE00003522828	0	0	0	0	0	0
ENSE00001175865	0	0	0	0	0	0
ENSE00001576597	7	1	12	13	10	0
ENSE00001583934	7	3	15	11	9	0
ENSE00001641902	8	6	16	10	9	0
ENSE00001638626	0	0	0	0	0	0
ENSE00001585912	0	0	0	0	0	0
ENSE00001578650	0	0	0	0	0	0
ENSE00003480855	0	0	0	0	0	0
ENSE00001928848	0	0	0	0	0	0
ENSE00002025810	0	0	0	0	0	0
ENSE00003586188	0	0	0	0	0	0
ENSE00003541017	0	0	0	0	0	0
ENSE00001578447	4	0	6	9	8	0
ENSE00001580047	0	0	0	0	0	0
ENSE00003635665	0	0	0	0	0	0
ENSE00001569791	3	1	4	8	8	0
ENSE00003679016	0	0	0	0	0	0
ENSE00003670378	0	0	0	0	0	0
ENSE00002038294	0	0	0	0	0	0
ENSE00003566501	0	0	0	0	0	0
ENSE00001419381	0	0	0	0	0	0
ENSE00001425247	0	0	0	0	0	0
ENSE00001526910	0	0	0	0	0	0
ENSE00003497901	0	0	0	0	0	0
ENSE00001417848	0	0	0	0	0	0
ENSE00001553845	0	0	0	0	0	0
ENSE00003473491	0	0	0	0	0	0
ENSE00001907260	0	0	0	0	0	0
ENSE00003513386	0	0	0	0	0	0
ENSE00001949098	3	0	0	2	6	0
ENSE00001946956	0	0	0	0	0	0
ENSE00001906901	0	0	0	0	0	0
ENSE00001893892	0	0	0	0	0	0
ENSE00001944699	1	0	0	0	0	0
ENSE00003459969	0	0	0	0	0	0
ENSE00003472559	0	0	0	0	0	0
ENSE00001874818	0	0	0	0	0	0
ENSE00001763491	0	0	0	0	0	0
ENSE00001766465	0	0	0	0	0	0
ENSE00001851120	0	0	0	0	0	0
ENSE00003691368	0	0	0	0	0	0
ENSE00003500651	0	0	0	0	0	0
ENSE00001921808	0	0	0	0	0	0
ENSE00001773420	0	0	0	0	0	0
ENSE00001686382	0	0	0	0	0	0
ENSE00001563627	0	0	0	0	0	0
ENSE00001735010	48	18	102	108	128	1
ENSE00003757716	1	0	14	5	20	0
ENSE00003757225	1	0	0	6	4	0
ENSE00003758347	25	5	43	66	63	0
ENSE00003755239	6	1	5	6	7	0
ENSE00003757205	0	0	0	0	2	0
ENSE00003561032	0	0	0	0	0	0
ENSE00003598776	0	0	0	0	0	0
ENSE00003522173	0	0	0	0	0	0
ENSE00003817522	0	0	0	0	0	0
ENSE00003480740	0	0	0	0	0	0
ENSE00003551996	0	0	0	0	0	0
ENSE00003496105	0	0	0	0	0	0
ENSE00003515120	0	0	0	0	0	0
ENSE00003526092	0	0	0	0	0	0
ENSE00003681104	0	0	0	0	0	0
ENSE00001352039	0	0	0	0	0	0
ENSE00001352044	0	0	0	0	0	0
ENSE00001528049	0	0	0	0	0	0
ENSE00003684094	0	0	0	0	0	0
ENSE00003630466	0	0	0	0	0	0
ENSE00001824344	0	0	0	0	0	0
ENSE00001902371	0	0	0	0	2	0
ENSE00003614640	0	0	0	0	0	0
ENSE00001870347	0	0	0	0	0	0
ENSE00001906158	0	0	0	0	0	0
ENSE00002155712	0	0	0	0	0	0
ENSE00002159184	0	0	0	0	0	0
ENSE00002190764	0	0	0	0	0	0
ENSE00002150517	0	0	0	0	0	0
ENSE00002142348	0	0	0	0	0	0
ENSE00002162439	0	0	0	0	0	0
ENSE00002191316	0	0	0	0	0	0
ENSE00001598263	0	0	0	0	0	0
ENSE00002198107	0	0	0	0	0	0
ENSE00001847046	0	0	0	0	0	0
ENSE00003678722	0	0	0	0	0	0
ENSE00001871899	0	0	0	0	0	0
ENSE00001954700	0	0	0	0	0	0
ENSE00002194669	0	0	0	0	0	0
ENSE00001920395	0	0	0	0	0	0
ENSE00003485367	0	0	0	0	0	0
ENSE00001860254	0	0	0	0	0	0
ENSE00002200192	0	0	0	0	0	0
ENSE00001880237	0	0	0	0	0	0
ENSE00001932947	0	0	0	0	0	0
ENSE00002187190	0	0	2	2	0	0
ENSE00002177489	0	0	0	0	0	0
ENSE00002198695	0	0	4	4	4	0
ENSE00002161378	0	0	0	0	0	0
ENSE00002141692	0	0	0	0	0	0
ENSE00003591469	0	0	0	0	0	0
ENSE00001664993	0	0	0	0	0	0
ENSE00001780635	0	0	0	0	0	0
ENSE00001672446	0	0	0	0	0	0
ENSE00001673835	0	0	0	0	0	0
ENSE00001781192	0	0	0	0	0	0
ENSE00001780491	0	0	0	0	0	0
ENSE00001713287	0	0	3	0	1	0
ENSE00003724587	0	0	0	0	0	0
ENSE00001745905	0	0	0	0	0	0
ENSE00003724315	0	0	0	0	0	0
ENSE00001790256	0	0	0	0	0	0
ENSE00003747187	0	0	0	0	0	0
ENSE00003510938	0	0	0	0	0	0
ENSE00003513703	0	0	0	0	0	0
ENSE00003611111	0	0	0	0	0	0
ENSE00001175696	0	0	0	0	0	0
ENSE00001322230	0	0	0	0	0	0
ENSE00003505239	0	0	0	0	0	0
ENSE00001726728	0	0	0	0	0	0
ENSE00000653590	0	0	0	0	0	0
ENSE00001603809	0	0	0	0	0	0
ENSE00000911246	0	0	0	0	0	0
ENSE00003739740	0	0	0	0	0	0
ENSE00001528063	0	0	0	0	0	0
ENSE00002193736	0	0	0	0	0	0
ENSE00001954526	0	0	0	0	0	0
ENSE00001861291	0	0	0	0	0	0
ENSE00001742279	0	0	0	0	0	0
ENSE00001624730	0	0	0	0	0	0
ENSE00001659348	0	0	0	0	0	0
ENSE00001737407	0	0	0	0	0	0
ENSE00001557263	0	0	0	0	0	0
ENSE00003558065	0	0	0	0	0	0
ENSE00001329593	0	0	0	0	0	0
ENSE00001107035	0	0	0	0	0	0
ENSE00001327635	0	0	0	0	0	0
ENSE00002268772	0	0	0	0	0	0
ENSE00002255573	0	0	0	0	0	0
ENSE00001779406	0	0	0	0	0	0
ENSE00001613620	0	0	0	0	0	0
ENSE00002192865	0	0	0	0	0	0
ENSE00002198058	0	0	0	0	0	0
ENSE00003712559	0	0	0	0	0	0
ENSE00001773877	1	0	6	4	7	0
ENSE00003524504	0	0	0	0	0	0
ENSE00003524514	0	0	0	0	0	0
ENSE00002189250	0	0	0	0	0	0
ENSE00001848139	0	0	0	0	0	0
ENSE00001399875	0	0	0	0	0	0
ENSE00001542076	0	0	0	0	0	0
ENSE00000880052	0	0	0	0	0	0
ENSE00003606820	0	0	0	0	0	0
ENSE00003538037	0	0	0	0	0	0
ENSE00001610453	0	0	0	0	0	0
ENSE00001765524	0	0	0	0	0	0
ENSE00002143799	0	0	0	0	0	0
ENSE00002183460	0	0	0	0	0	0
ENSE00001785869	0	0	0	0	0	0
ENSE00001631112	0	0	0	0	1	2
ENSE00001843026	0	0	0	0	0	0
ENSE00001951780	0	0	0	0	0	0
ENSE00001830554	0	0	0	0	0	0
ENSE00001811108	0	0	0	0	0	0
ENSE00001822612	0	0	0	0	0	0
ENSE00001842194	0	0	0	0	0	0
ENSE00001818140	0	0	0	0	0	0
ENSE00001909151	0	0	0	0	0	0
ENSE00001919058	0	0	0	0	0	0
ENSE00003571060	0	0	0	0	0	0
ENSE00003622803	0	0	0	0	0	0
ENSE00000653597	0	0	0	0	0	0
ENSE00003572739	0	0	0	0	0	0
ENSE00001909014	0	0	0	0	0	0
ENSE00002064811	0	0	0	0	0	0
ENSE00003458843	0	0	0	0	0	0
ENSE00001801451	0	0	0	0	0	0
ENSE00001842134	0	0	0	0	0	0
ENSE00003556989	0	0	0	0	0	0
ENSE00003562840	0	0	0	0	0	0
ENSE00001873230	0	0	0	0	0	0
ENSE00001671547	0	0	0	0	0	0
ENSE00001796069	0	0	0	0	0	0
ENSE00001803699	0	0	0	0	0	0
ENSE00001679950	0	0	0	0	0	0
ENSE00003463313	0	0	0	0	0	0
ENSE00003621966	0	0	0	0	0	0
ENSE00003566578	0	0	0	0	0	0
ENSE00001859865	0	0	0	0	0	0
ENSE00003611170	0	0	0	0	0	0
ENSE00001774123	0	0	0	0	0	0
ENSE00001594055	0	0	0	0	0	0
ENSE00001602253	0	0	0	0	0	0
ENSE00002226993	0	0	0	0	0	0
ENSE00002226374	0	0	0	0	0	0
ENSE00002293663	0	0	0	0	0	0
ENSE00001643390	0	0	0	0	0	0
ENSE00001604311	0	0	0	0	0	0
ENSE00001723143	0	0	0	0	0	0
ENSE00001631214	0	0	0	0	0	0
ENSE00001704834	0	0	0	0	0	0
ENSE00001230540	521	181	1183	1248	1242	822
ENSE00000653602	12	7	54	55	56	0
ENSE00003496557	0	0	0	0	0	0
ENSE00003460212	0	0	0	0	0	0
