# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam
ENSE00001798424	0	0	0	0	0	0
ENSE00001605275	0	0	0	0	0	0
ENSE00003684690	0	0	0	0	0	0
ENSE00001434190	0	0	0	0	0	0
ENSE00001756696	29	17	87	124	121	0
ENSE00001625991	0	0	0	0	0	0
ENSE00001538132	72	15	142	142	131	1
ENSE00003850641	0	0	5	3	6	1
ENSE00003845157	0	0	0	0	0	0
ENSE00003841455	0	0	0	0	0	0
ENSE00003846268	0	0	0	0	0	0
ENSE00003844599	0	0	0	0	0	0
ENSE00003843556	0	0	0	0	0	0
ENSE00001540287	0	0	0	0	0	0
ENSE00003663381	0	0	0	0	0	0
ENSE00003532916	0	0	0	0	0	0
ENSE00003475345	0	0	0	0	0	0
ENSE00003558498	0	0	0	0	0	0
ENSE00001312572	0	0	1	0	2	0
ENSE00001298916	0	0	0	0	0	0
ENSE00001311106	0	0	0	0	0	0
ENSE00001321506	0	0	0	0	0	0
ENSE00001291333	0	0	0	0	0	0
ENSE00001430286	0	0	0	0	0	0
ENSE00001838433	0	0	0	0	0	0
ENSE00001955974	0	0	0	0	0	0
ENSE00001433126	0	0	0	0	0	0
ENSE00003708716	0	0	0	0	0	0
ENSE00001866696	0	0	0	0	0	0
ENSE00001903654	0	2	2	0	0	0
ENSE00001842043	2	0	3	2	8	1
ENSE00001910801	0	0	0	2	0	0
ENSE00003525417	0	0	0	0	0	0
ENSE00003525992	0	0	0	0	0	0
ENSE00003545400	0	0	0	0	0	0
ENSE00003506584	0	0	0	0	0	0
ENSE00001822244	0	0	0	0	0	0
ENSE00001946660	0	0	0	0	0	0
ENSE00001946925	0	0	0	0	0	0
ENSE00001709332	0	0	0	0	0	0
ENSE00001716866	0	0	0	0	0	0
ENSE00001656529	0	0	0	0	0	0
ENSE00001693766	0	1	1	0	3	1
ENSE00003711873	0	0	0	0	0	0
ENSE00001486451	2	0	0	0	0	0
ENSE00003712492	0	0	0	0	0	0
ENSE00001141765	0	0	0	0	0	0
ENSE00000650331	0	0	0	0	0	0
ENSE00000650333	0	0	0	0	0	0
ENSE00003503886	0	0	0	0	0	0
ENSE00003646084	0	0	0	0	0	0
ENSE00003642837	0	0	0	0	0	0
ENSE00003674940	0	0	0	0	0	0
ENSE00003633644	0	0	0	0	0	0
ENSE00003539390	0	0	0	0	0	0
ENSE00001953940	0	0	0	0	0	0
ENSE00001908260	0	0	0	0	0	0
ENSE00001852568	0	0	0	0	0	0
ENSE00001858679	0	0	0	0	0	0
ENSE00001881345	0	0	2	3	0	0
ENSE00001773739	0	0	0	0	0	0
ENSE00001645476	0	0	0	0	0	0
ENSE00003486806	0	0	0	0	0	0
ENSE00001788527	0	0	0	0	0	0
ENSE00001826224	0	0	0	0	0	0
ENSE00003522232	0	0	0	0	0	0
ENSE00003481688	0	0	0	0	0	0
ENSE00003671018	0	0	0	0	0	0
ENSE00003563528	0	0	0	0	0	0
ENSE00001891370	0	0	0	0	0	0
ENSE00001951335	0	0	0	0	0	0
ENSE00001922247	0	0	0	0	0	0
ENSE00003566625	0	0	0	0	0	0
ENSE00001904722	0	0	0	0	0	0
ENSE00001840700	0	0	0	2	4	0
ENSE00003527359	0	0	0	0	0	0
ENSE00001540168	0	0	0	0	0	0
ENSE00001540171	0	0	0	0	0	0
ENSE00003743745	0	0	0	0	0	0
ENSE00003637389	0	0	0	0	0	0
ENSE00001540167	0	0	0	0	0	0
ENSE00001540172	0	0	0	4	0	0
ENSE00003723905	0	0	0	0	0	0
ENSE00003693073	0	0	0	0	0	0
ENSE00003591214	0	0	0	0	0	0
ENSE00003497481	0	0	0	0	0	0
ENSE00001540169	0	0	0	0	0	0
ENSE00001323953	0	0	0	0	0	0
ENSE00003555903	0	0	0	0	0	0
ENSE00003724968	0	0	0	0	0	0
ENSE00003626534	0	0	0	0	0	0
ENSE00003726246	0	0	0	0	0	0
ENSE00003744049	0	0	0	0	0	0
ENSE00003731940	0	0	0	0	0	0
ENSE00003715933	0	0	0	0	0	0
ENSE00003687973	0	0	0	0	0	0
ENSE00001898002	0	0	0	0	0	0
ENSE00001680488	0	0	0	0	0	0
ENSE00001412972	0	0	0	0	0	0
ENSE00003460053	0	0	0	0	0	0
ENSE00003503185	0	0	0	0	0	0
ENSE00003520084	0	0	0	0	0	0
ENSE00001845131	0	0	0	0	0	0
ENSE00001873289	0	0	0	0	0	0
ENSE00001854798	0	0	0	0	0	0
ENSE00001841813	0	0	9	4	0	2
ENSE00001832778	0	0	0	0	0	0
ENSE00001890669	0	0	0	0	0	0
ENSE00001540161	0	0	0	0	0	0
ENSE00003526121	0	0	0	0	0	0
ENSE00001399631	0	0	0	0	0	0
ENSE00001926348	0	0	0	2	0	0
ENSE00001895448	0	0	0	0	0	0
ENSE00001958207	0	0	1	3	0	0
ENSE00001826278	0	0	0	0	0	0
ENSE00001946765	0	0	0	0	0	0
ENSE00003542752	0	0	0	0	0	0
ENSE00003689682	0	0	0	0	0	0
ENSE00003565087	0	0	0	0	0	0
ENSE00003568392	0	0	0	0	0	0
ENSE00001349079	0	0	0	0	0	0
ENSE00001389825	0	0	0	0	0	0
ENSE00003616197	0	0	0	0	0	0
ENSE00003715793	0	0	0	0	0	0
ENSE00003526724	0	0	0	0	0	0
ENSE00001917930	0	0	0	0	0	0
ENSE00003590401	0	0	0	0	0	0
ENSE00003489267	0	0	0	0	0	0
ENSE00001856820	0	0	0	0	0	0
ENSE00001540140	0	0	0	0	0	0
ENSE00001540093	0	0	0	0	0	0
ENSE00001540096	0	0	0	0	0	0
ENSE00001892438	0	0	0	0	0	0
ENSE00003683851	0	0	0	0	0	0
ENSE00001855408	3	1	1	5	2	2
ENSE00001428765	0	0	0	0	0	0
ENSE00003668564	0	0	0	0	0	0
ENSE00001374791	0	0	0	0	0	0
ENSE00002195037	0	0	0	0	0	0
ENSE00003539371	0	0	0	0	0	0
ENSE00002394631	0	0	0	0	0	0
ENSE00003487532	0	0	0	0	0	0
ENSE00002343949	0	0	0	0	0	0
ENSE00001877316	0	0	0	0	0	0
ENSE00003500448	0	0	0	0	0	0
ENSE00002342528	0	0	0	0	0	0
ENSE00002385433	0	0	0	0	0	0
ENSE00003749493	0	0	0	0	0	0
ENSE00002734587	0	2	6	6	10	2
ENSE00003141552	0	0	0	6	2	0
ENSE00002707212	0	0	0	0	0	0
ENSE00003529728	0	0	0	0	0	0
ENSE00003612983	0	0	0	0	0	0
ENSE00003527655	0	0	0	0	0	0
ENSE00003601483	0	0	0	0	0	0
ENSE00000650386	2	0	1	2	2	0
ENSE00000650388	8	4	21	30	25	18
ENSE00000650390	0	0	0	5	5	0
ENSE00000650392	1	0	5	8	10	1
ENSE00000650394	1	0	5	5	6	1
ENSE00000879027	0	0	1	0	0	0
ENSE00001558014	0	0	0	0	0	0
ENSE00002708003	0	0	0	0	0	0
ENSE00003592365	0	0	0	0	0	0
ENSE00003607110	0	0	0	0	0	0
ENSE00003545912	0	0	0	0	0	0
ENSE00003482929	0	0	0	0	0	0
ENSE00003493513	0	0	0	0	0	0
ENSE00003634930	0	0	0	0	0	0
ENSE00003461380	0	0	0	0	0	0
ENSE00003609414	0	0	0	0	0	0
ENSE00003580828	0	0	0	0	0	0
ENSE00003676893	0	0	0	0	0	0
ENSE00003653418	0	0	0	0	0	0
ENSE00003480785	0	0	0	0	0	0
ENSE00002707115	2	0	2	0	2	0
ENSE00002688992	2	1	0	1	1	0
ENSE00002726542	0	2	0	2	0	0
ENSE00002693380	0	1	0	2	1	0
ENSE00002698801	0	0	0	1	1	0
ENSE00002704788	0	0	0	0	0	0
ENSE00002719648	0	0	0	0	0	0
ENSE00002729186	0	0	0	0	0	0
ENSE00003660234	0	0	0	0	0	0
ENSE00002717540	0	0	0	4	3	0
ENSE00002701979	0	0	0	0	0	0
ENSE00003679867	0	0	0	0	0	0
ENSE00003556074	0	0	0	0	0	0
ENSE00003459684	0	0	0	0	0	0
ENSE00002729146	0	0	5	0	2	0
ENSE00002697741	0	0	0	0	0	0
ENSE00002711679	0	0	0	0	0	0
ENSE00002719872	0	0	0	0	0	0
ENSE00002712531	0	0	0	0	0	0
ENSE00002685748	0	0	0	0	0	0
ENSE00002687043	0	0	0	0	0	0
ENSE00002711908	0	0	0	0	0	0
ENSE00002734495	0	0	0	1	0	0
ENSE00002716893	0	0	0	0	0	0
ENSE00001922675	0	0	0	0	0	0
ENSE00001831738	0	0	0	0	0	0
ENSE00002721720	0	0	0	0	0	0
ENSE00002722553	0	0	3	3	1	0
ENSE00001510482	0	0	0	0	0	0
ENSE00001712680	0	0	1	0	1	0
ENSE00001543520	0	0	0	0	0	0
ENSE00001829348	0	0	3	0	0	0
ENSE00003649827	0	0	0	0	0	0
ENSE00003482313	0	0	0	0	0	0
ENSE00003665034	0	0	0	0	0	0
ENSE00003514017	0	0	0	0	0	0
ENSE00003596293	0	0	0	0	0	0
ENSE00003646936	0	0	0	0	0	0
ENSE00003666674	0	0	0	0	0	0
ENSE00003679410	0	0	0	0	0	0
ENSE00003458345	0	0	0	0	0	0
ENSE00003631077	0	0	0	0	0	0
ENSE00003552179	0	0	0	0	0	0
ENSE00003583117	0	0	0	0	0	0
ENSE00001816011	1	0	0	3	3	0
ENSE00002714485	0	0	0	0	0	0
ENSE00001792381	0	0	0	0	0	0
ENSE00002078084	0	0	0	0	0	0
ENSE00002048224	0	0	0	0	0	0
ENSE00001923595	0	0	0	0	0	0
ENSE00001381210	0	0	0	0	0	0
ENSE00001840041	8	4	7	8	10	4
ENSE00002687380	0	0	0	0	0	0
ENSE00002716821	0	0	0	0	0	0
ENSE00001688998	0	0	0	0	0	0
ENSE00001647641	0	0	0	0	0	0
ENSE00001673958	0	0	0	0	0	0
ENSE00001778759	0	0	0	2	0	0
ENSE00002706079	0	0	0	0	0	0
ENSE00001847385	0	0	0	0	0	0
ENSE00001939452	0	0	0	0	0	0
ENSE00001875222	0	0	0	0	0	0
ENSE00001849894	0	0	0	0	0	0
ENSE00001935821	0	0	0	0	0	0
ENSE00001898627	0	0	0	0	0	0
ENSE00001799837	0	0	0	0	0	0
ENSE00001633107	0	0	0	0	0	0
ENSE00001889757	0	0	0	0	0	0
ENSE00003543642	0	0	0	0	0	0
ENSE00003496497	0	0	0	0	0	0
ENSE00003669728	0	0	0	0	0	0
ENSE00001942003	0	0	0	0	0	0
ENSE00001500053	0	0	0	0	0	0
ENSE00001700628	0	0	0	0	0	0
ENSE00001689501	0	0	0	0	0	0
ENSE00001670794	1	0	5	3	7	0
ENSE00001769829	0	0	0	0	0	0
ENSE00001687294	15	7	38	39	34	0
ENSE00001796823	11	6	29	23	16	0
ENSE00001783463	16	5	26	31	28	0
ENSE00001666605	0	0	2	0	2	0
ENSE00001722875	2	1	0	5	0	0
ENSE00001766432	0	0	2	0	0	0
ENSE00001624214	0	0	0	0	0	0
ENSE00003708348	0	0	0	1	0	0
ENSE00003715329	0	0	0	0	0	0
ENSE00003711831	0	0	0	0	0	0
ENSE00003812018	0	0	0	0	0	0
ENSE00003813910	0	0	9	2	4	0
ENSE00003814046	3	0	7	11	6	2
ENSE00003726393	0	0	0	0	0	0
ENSE00001323463	0	0	0	0	0	0
ENSE00001755511	1	0	1	7	4	0
ENSE00001596915	46	22	117	107	121	31
ENSE00001813110	0	0	0	0	0	0
ENSE00001906999	0	0	0	0	0	0
ENSE00001832215	0	0	0	0	0	0
ENSE00003679760	0	0	0	0	0	0
ENSE00003519222	0	0	0	0	0	0
ENSE00003596502	0	0	0	0	0	0
ENSE00001599830	0	0	0	0	0	0
ENSE00001539960	0	0	0	0	0	0
ENSE00001918090	0	0	0	0	0	0
ENSE00001666104	305	100	692	598	593	0
ENSE00001677677	0	0	0	0	0	0
ENSE00001780732	0	0	0	0	0	0
ENSE00001706316	0	0	0	0	0	0
ENSE00001779322	2	0	0	0	1	0
ENSE00003630776	0	0	0	0	0	0
ENSE00001676399	0	0	0	0	0	0
ENSE00001331009	0	0	0	1	0	0
ENSE00003585148	0	0	0	0	0	0
ENSE00003570829	0	0	0	0	0	0
ENSE00001494806	0	0	0	0	0	0
ENSE00001539912	0	0	0	0	0	0
ENSE00003566581	0	0	0	0	0	0
ENSE00001539883	0	0	0	1	2	0
ENSE00001766585	0	0	0	0	0	0
ENSE00001601849	0	0	0	0	0	0
ENSE00003704038	0	0	0	0	0	0
ENSE00003703632	0	0	0	0	0	0
ENSE00003709937	0	0	0	0	0	0
ENSE00003758961	6	3	30	36	44	3
ENSE00001301995	12	2	21	10	24	8
ENSE00001325029	17	8	38	24	35	10
ENSE00001786824	10	1	16	6	14	0
ENSE00000650514	13	3	20	10	19	0
ENSE00001598455	6	4	14	7	8	0
ENSE00001757748	7	4	23	13	13	1
ENSE00001714040	9	0	13	16	11	0
ENSE00001765359	5	0	11	9	8	2
ENSE00001651074	7	2	9	8	6	0
ENSE00001648315	2	1	13	7	5	0
ENSE00001371235	20	3	15	14	16	8
ENSE00001766364	0	0	0	2	0	0
ENSE00003455116	0	0	0	0	0	0
ENSE00003311745	0	0	0	0	0	0
ENSE00003398880	0	0	0	0	0	0
ENSE00003289339	0	0	0	0	0	0
ENSE00003454115	0	0	0	0	0	0
ENSE00003429735	0	0	0	0	0	0
ENSE00003295032	0	0	0	0	0	0
ENSE00001721880	0	0	0	0	0	0
ENSE00003726971	0	0	1	0	0	0
ENSE00003734786	0	0	0	0	0	0
ENSE00003734645	0	0	0	0	0	0
ENSE00003721831	0	0	0	0	0	0
ENSE00003747027	0	0	0	0	0	0
ENSE00003753845	0	0	0	0	0	0
ENSE00003736892	0	0	0	0	1	0
ENSE00003718740	0	0	0	0	0	0
ENSE00003735671	0	0	0	0	0	0
ENSE00002266483	0	0	0	0	0	0
ENSE00003746577	0	0	0	0	0	0
ENSE00003720191	0	0	0	0	0	0
ENSE00003723471	0	0	0	0	0	0
ENSE00003750546	0	0	0	0	0	0
ENSE00003748957	0	0	0	0	0	0
ENSE00003754029	0	0	0	0	0	0
ENSE00003719347	0	0	0	0	0	0
ENSE00003730153	0	0	0	0	0	0
ENSE00003741083	0	0	0	0	0	0
ENSE00003725665	0	0	0	0	0	0
ENSE00003736449	0	0	0	0	2	0
ENSE00003719842	0	0	0	0	0	0
ENSE00003718833	0	0	0	0	0	0
ENSE00003719912	0	0	0	0	0	0
ENSE00003715325	0	0	0	0	0	0
ENSE00003713403	0	0	0	0	0	0
ENSE00003731306	0	0	0	0	0	0
ENSE00003725413	0	0	0	0	0	0
ENSE00003714082	0	0	0	0	0	0
ENSE00003724368	4	2	0	3	6	0
ENSE00003807790	0	0	0	0	0	0
ENSE00003808298	0	0	0	0	0	0
ENSE00003805254	0	0	0	0	0	0
ENSE00003810892	0	0	0	0	0	0
ENSE00003758833	0	0	0	0	0	0
ENSE00003717916	0	0	0	0	0	0
ENSE00003757662	0	0	0	0	0	0
ENSE00003802030	0	0	0	0	0	0
ENSE00003803179	0	0	0	0	0	0
ENSE00003801367	0	0	0	0	0	0
ENSE00003758021	0	0	0	0	0	0
ENSE00003756462	0	0	0	0	0	0
ENSE00003756756	0	0	0	0	0	0
ENSE00003712582	0	0	0	0	0	0
ENSE00003738260	0	0	0	0	0	0
ENSE00003732785	0	0	0	0	0	0
ENSE00003714076	0	0	0	0	0	0
ENSE00003754625	0	0	0	0	0	0
ENSE00003732716	0	0	0	0	0	0
ENSE00003730879	0	0	2	4	1	0
ENSE00003725109	0	0	0	0	0	0
ENSE00003745456	0	0	0	0	0	0
ENSE00003726674	0	0	0	0	0	0
ENSE00003745033	0	0	0	0	0	0
ENSE00003740248	0	0	0	0	0	0
ENSE00003716958	0	0	0	0	0	0
ENSE00003746089	0	0	0	0	0	0
ENSE00003733958	0	0	0	0	0	0
ENSE00002225385	0	0	0	0	0	0
ENSE00003732736	0	0	0	0	0	0
ENSE00003754081	0	0	0	0	0	0
ENSE00003748016	0	0	0	0	0	0
ENSE00003740163	0	0	0	0	0	0
ENSE00003742766	0	0	0	0	0	0
ENSE00003744338	0	0	0	0	0	0
ENSE00003718187	0	0	0	0	0	0
ENSE00003725047	0	0	0	0	0	0
ENSE00003788887	0	0	0	0	0	0
ENSE00003746631	0	0	0	0	0	0
ENSE00003719202	0	0	0	0	0	0
ENSE00003721531	0	0	0	0	0	0
ENSE00003713651	0	0	0	0	0	0
ENSE00003741852	0	0	0	0	0	0
ENSE00003731090	0	0	0	0	0	0
ENSE00003742598	0	0	0	0	0	0
ENSE00003718707	0	0	0	0	0	0
ENSE00003721383	0	0	0	0	0	0
ENSE00003754730	0	0	0	0	0	0
ENSE00003742350	0	0	0	0	0	0
ENSE00003751982	0	0	0	0	0	0
ENSE00003746829	0	0	0	0	0	0
ENSE00003751641	0	0	0	0	0	0
ENSE00003713329	0	0	0	0	0	0
ENSE00003752215	0	0	0	0	0	0
ENSE00003716370	0	0	0	0	0	0
ENSE00003745683	0	0	0	0	0	0
ENSE00003720013	0	0	0	0	0	0
ENSE00003740592	0	0	0	0	0	0
ENSE00003715598	4	0	2	3	3	0
ENSE00003729380	0	0	0	0	0	0
ENSE00003848773	0	0	0	0	0	0
ENSE00003712046	0	0	0	0	0	0
ENSE00003732483	0	0	0	0	0	0
ENSE00003845973	0	0	0	0	0	0
ENSE00003738657	0	0	0	0	0	0
ENSE00003742698	1	0	0	3	4	0
ENSE00003726231	0	0	4	1	2	0
ENSE00003730871	2	0	3	1	1	0
ENSE00003754823	0	1	0	3	0	0
ENSE00003722202	0	0	0	3	0	0
ENSE00003741581	1	1	3	2	0	0
ENSE00003726785	0	0	0	0	0	0
ENSE00003730304	0	0	0	0	0	0
ENSE00003712314	0	0	0	0	0	0
ENSE00003728528	0	0	0	0	0	0
ENSE00003847778	0	0	0	0	0	0
ENSE00003745676	0	0	0	0	0	0
ENSE00003749882	0	0	0	0	0	0
ENSE00003753577	0	0	0	0	0	0
ENSE00003735411	0	0	0	0	0	0
ENSE00003722060	0	0	0	0	0	0
ENSE00003712791	0	0	0	0	0	0
ENSE00003738515	0	0	0	0	0	0
ENSE00001358942	0	0	0	0	0	0
ENSE00003721764	0	0	0	0	0	0
ENSE00002266702	0	0	0	0	0	0
ENSE00003741933	0	0	0	0	0	0
ENSE00003733213	0	0	0	0	0	0
ENSE00003743061	0	0	0	0	0	0
ENSE00003716979	0	0	0	0	0	0
ENSE00003720397	0	0	0	0	0	0
ENSE00003711512	0	0	0	0	0	0
ENSE00003734440	0	0	0	0	0	0
ENSE00003747708	0	0	0	0	0	0
ENSE00001590516	0	0	0	0	0	0
ENSE00003738661	0	0	10	2	6	0
ENSE00003725800	0	0	0	1	0	0
ENSE00003740676	0	0	0	0	0	0
ENSE00003728583	0	0	0	0	0	0
ENSE00003720331	0	0	0	0	0	0
ENSE00003754287	0	0	0	0	0	0
ENSE00003842585	0	0	0	0	0	0
ENSE00003721841	0	2	0	0	0	0
ENSE00003738844	0	0	0	0	0	0
ENSE00003748720	0	0	0	0	0	0
ENSE00003722682	0	0	0	0	0	0
ENSE00003735004	0	0	0	0	0	0
ENSE00003742872	0	0	14	8	20	0
ENSE00003720770	2	3	16	2	4	0
ENSE00002220770	0	0	0	0	0	0
ENSE00001596564	0	0	0	0	0	0
ENSE00001763149	0	0	0	0	0	0
ENSE00001670476	0	0	0	0	0	0
ENSE00001729746	0	0	0	0	0	0
ENSE00001693656	0	0	0	0	0	0
ENSE00001744915	0	0	0	0	0	0
ENSE00001642671	0	0	0	0	0	0
ENSE00001608479	0	0	0	0	0	0
ENSE00003741637	0	0	0	0	0	0
ENSE00001619940	0	0	0	0	0	0
ENSE00001745497	0	0	0	0	0	0
ENSE00001732917	0	0	0	0	0	0
ENSE00001655097	0	0	0	0	0	0
ENSE00001634322	0	0	0	0	0	0
ENSE00001710412	0	0	0	0	0	0
ENSE00001591378	0	0	0	0	0	0
ENSE00001659837	0	0	0	0	0	0
ENSE00001781791	0	0	0	0	0	0
ENSE00001687715	0	0	0	0	0	0
ENSE00001670341	0	0	0	0	0	0
ENSE00001736105	0	0	0	0	0	0
ENSE00001631812	0	0	0	0	0	0
ENSE00001742887	0	0	0	0	0	0
ENSE00001617398	0	0	0	0	0	0
ENSE00001703049	0	0	0	0	0	0
ENSE00001717151	0	0	0	0	0	0
ENSE00001775491	0	0	0	0	0	0
ENSE00001617235	0	0	0	0	0	0
ENSE00001748860	0	0	0	0	0	0
ENSE00001776499	0	0	0	0	0	0
ENSE00001704852	0	0	0	0	0	0
ENSE00001776054	0	0	0	0	0	0
ENSE00001659555	0	0	0	0	0	0
ENSE00001730815	0	0	0	0	0	0
ENSE00001666250	0	0	0	0	0	0
ENSE00001693782	2	0	15	11	14	4
ENSE00001662380	0	0	0	0	0	0
ENSE00001756302	0	0	0	0	0	0
ENSE00001699529	0	0	0	0	0	0
ENSE00001634861	0	0	0	0	0	0
ENSE00001624203	0	0	0	0	0	0
ENSE00001802469	0	0	0	0	0	0
ENSE00001801253	0	0	0	1	2	0
ENSE00001680845	0	0	1	4	0	0
ENSE00001621364	0	0	0	0	2	0
ENSE00001747339	0	0	2	9	0	0
ENSE00001732200	2	0	1	2	3	0
ENSE00001744297	0	0	0	0	0	0
ENSE00002069080	0	0	0	0	0	0
ENSE00002044334	0	0	0	0	0	0
ENSE00002037161	0	0	0	0	0	0
ENSE00002066327	0	0	0	0	0	0
ENSE00003725658	0	0	0	0	0	0
ENSE00003750192	0	0	0	0	0	0
ENSE00003713108	0	0	0	0	0	0
ENSE00003711823	0	0	0	0	0	0
ENSE00003746553	0	0	0	0	0	0
ENSE00003720642	0	0	0	0	0	0
ENSE00003748408	0	0	0	0	0	0
ENSE00003739261	0	0	0	0	0	0
ENSE00003758024	0	0	0	0	0	0
ENSE00001636811	0	0	0	0	0	0
ENSE00003611901	0	0	0	0	0	0
ENSE00003522527	0	0	0	0	0	0
ENSE00003585126	0	0	0	0	0	0
ENSE00001705371	0	0	0	0	0	0
ENSE00001782347	0	0	0	0	0	0
ENSE00003530026	0	0	0	0	0	0
ENSE00003690027	0	0	0	0	0	0
ENSE00003687876	0	0	0	0	0	0
ENSE00003850580	0	0	0	0	0	0
ENSE00001593918	0	0	0	0	0	0
ENSE00003619303	0	0	0	0	0	0
ENSE00003667348	0	0	0	0	0	0
ENSE00003517390	0	0	0	0	0	0
ENSE00001895769	0	0	0	0	0	0
ENSE00001759157	0	0	0	0	0	0
ENSE00001792030	0	0	0	0	0	0
ENSE00003514347	0	0	0	0	0	0
ENSE00001729955	0	0	0	0	0	0
ENSE00003703577	0	0	0	0	0	0
ENSE00003709542	0	0	0	0	0	0
ENSE00001666897	0	0	0	0	0	0
ENSE00001619593	0	0	0	0	0	0
ENSE00001617179	0	0	0	0	0	0
ENSE00001897433	0	0	0	0	0	0
ENSE00001922156	0	0	0	0	0	0
ENSE00001939454	0	0	0	0	0	0
ENSE00001661865	0	0	0	0	0	0
ENSE00001618523	0	0	0	0	0	0
ENSE00003811437	0	0	0	0	0	0
ENSE00003801207	0	0	0	0	0	0
ENSE00003808098	0	0	0	0	0	0
ENSE00003801810	0	0	0	0	0	0
ENSE00003805126	0	0	0	0	0	0
ENSE00003810012	0	0	0	0	0	0
ENSE00003730647	0	0	0	0	0	0
ENSE00003635228	0	0	0	0	0	0
ENSE00003488051	0	0	0	0	0	0
ENSE00003471678	0	0	0	0	0	0
ENSE00003501304	0	0	0	0	0	0
ENSE00003609835	0	0	0	0	0	0
ENSE00003593423	0	0	0	0	0	0
ENSE00003610071	0	0	0	0	0	0
ENSE00003659586	0	0	0	0	0	0
ENSE00003558751	0	0	0	0	0	0
ENSE00003465975	0	0	0	0	0	0
ENSE00003609682	0	0	0	0	0	0
ENSE00003493343	0	0	0	0	0	0
ENSE00003721242	0	0	0	0	0	0
ENSE00003752209	0	0	0	0	0	0
ENSE00003528620	0	0	0	0	0	0
ENSE00003506895	0	0	0	0	0	0
ENSE00003594580	0	0	0	0	0	0
ENSE00003613967	0	0	0	0	0	0
ENSE00003650724	0	0	0	0	0	0
ENSE00003539300	0	0	0	0	0	0
ENSE00001838943	0	0	0	0	0	0
ENSE00003571806	0	0	0	0	0	0
ENSE00003690912	0	0	0	0	0	0
ENSE00003524712	0	0	0	0	0	0
ENSE00003497631	0	0	0	0	0	0
ENSE00003669936	0	0	0	0	0	0
ENSE00001700096	0	0	0	0	0	0
ENSE00003478205	0	0	0	0	0	0
ENSE00001684942	0	0	0	0	0	0
ENSE00001600695	0	0	0	0	0	0
ENSE00003676969	0	0	0	0	0	0
ENSE00001539647	0	0	0	0	0	0
ENSE00001768311	0	0	0	0	0	0
ENSE00003461908	0	0	0	0	0	0
ENSE00003559610	0	0	0	0	0	0
ENSE00001677639	4	0	0	0	0	0
ENSE00001859105	0	0	0	0	0	0
ENSE00001876317	0	0	0	0	0	0
ENSE00003497777	0	0	0	0	0	0
ENSE00003542757	0	0	0	0	0	0
ENSE00003557788	0	0	0	0	0	0
ENSE00001726816	0	0	0	0	0	0
ENSE00001833573	0	0	0	0	0	0
ENSE00003703710	0	0	0	2	0	0
ENSE00003708680	0	0	0	0	0	0
ENSE00001772224	0	0	0	0	0	0
ENSE00001732480	0	0	0	0	0	0
ENSE00001597918	0	0	0	0	0	0
ENSE00003620821	0	0	0	0	0	0
ENSE00003648069	0	0	0	0	0	0
ENSE00003634985	0	0	0	0	0	0
ENSE00001419557	0	0	0	0	0	0
ENSE00001494651	0	0	0	0	0	0
ENSE00001773030	0	0	0	0	0	0
ENSE00001755387	0	0	0	0	0	0
ENSE00001787347	0	0	0	0	0	0
ENSE00001682015	0	0	0	0	0	0
ENSE00001748907	0	0	0	0	0	0
ENSE00001892602	0	0	0	0	0	0
ENSE00001836776	0	0	0	0	0	0
ENSE00003808991	0	0	0	0	0	0
ENSE00003801913	0	0	0	0	0	0
ENSE00003806857	0	0	0	0	0	0
ENSE00003805673	0	0	0	0	0	0
ENSE00003809986	0	0	2	1	0	0
ENSE00003802171	0	0	0	0	0	0
ENSE00003756415	0	0	1	0	1	0
ENSE00003757546	0	0	0	0	0	0
ENSE00003759712	9	2	4	9	10	3
ENSE00001615775	0	0	0	0	0	0
ENSE00003794263	0	0	0	0	0	0
ENSE00001772133	0	0	1	0	2	0
ENSE00001693092	0	0	0	0	0	0
ENSE00001728155	4	0	4	9	1	2
ENSE00001778288	0	0	0	0	0	0
ENSE00001800356	0	0	0	0	0	0
ENSE00001730870	0	0	0	0	0	0
ENSE00003799210	0	0	0	0	0	0
ENSE00003795657	0	0	0	0	0	0
ENSE00003796828	0	0	0	0	0	0
ENSE00001612195	0	0	0	0	0	0
ENSE00003794330	0	0	0	0	0	0
ENSE00001679497	0	0	0	0	0	0
ENSE00001707176	0	0	0	0	0	0
ENSE00003791926	0	0	0	0	0	0
